City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
241,Lazaro Cardenas,MX,2022-02-02 21:48:27,17.9583,-102.2,80.17,57,0,9.08,clear sky
242,Usinsk,RU,2022-02-02 21:48:27,65.9939,57.5281,15.37,96,100,8.32,light snow
243,Kavieng,PG,2022-02-02 21:44:05,-2.5744,150.7967,78.42,84,100,13.67,light rain
244,Tonj,SS,2022-02-02 21:48:28,7.2737,28.6822,78.87,21,95,4.7,overcast clouds
245,Lotofaga,WS,2022-02-02 21:48:28,-13.9764,-171.8578,79.79,76,100,22.77,light rain
246,Nikolskoye,RU,2022-02-02 21:47:44,59.7035,30.7861,22.89,98,99,1.1,overcast clouds
247,Longyearbyen,SJ,2022-02-02 21:48:28,78.2186,15.6401,17.44,67,79,12.66,broken clouds
248,Husavik,IS,2022-02-02 21:48:29,66.0449,-17.3389,22.91,91,99,5.86,overcast clouds
249,Narsaq,GL,2022-02-02 21:43:34,60.9167,-46.05,5.22,66,56,7.92,broken clouds
250,San Patricio,US,2022-02-02 21:43:34,28.017,-97.5169,80.58,70,94,14.38,overcast clouds
251,Kalmunai,LK,2022-02-02 21:48:29,7.4167,81.8167,74.89,74,84,3.18,broken clouds
252,Arlit,NE,2022-02-02 21:48:30,18.7369,7.3853,64.27,17,0,15.26,clear sky
253,Gunjur,GM,2022-02-02 21:48:30,13.2019,-16.7339,80.67,74,47,6.91,scattered clouds
254,Benguela,AO,2022-02-02 21:48:30,-12.5763,13.4055,74.43,73,28,2.57,scattered clouds
255,Saint-Denis,FR,2022-02-02 21:48:30,48.9167,2.3333,49.14,77,100,3.0,overcast clouds
256,Sakakah,SA,2022-02-02 21:48:31,29.9697,40.2064,53.17,40,22,11.12,few clouds
